0,1,2,3,4,5,6,7,8,9,10,11
0.21833163589796942,0.8897120057268046,0.19209222148604269,0.3097256300105207,-0.04964208180966008,0.6910069246496298,1.0429336163533733,1.8466964323043822,1.0934998891956083,0.4582228392242257,1.1231772329764307,6.0
-1.2901662282514368,-1.7887825121390766,0.6527533801372587,-0.8050796276687152,-0.4552136093379594,2.3884730379098325,3.59387024640132,-3.0044913300842735,-0.40043872498176714,-0.4011969643261472,1.4082717352044976,6.0
1.4947529055628523,-0.7843470679393708,1.0110453924215375,-0.5263783132489062,0.5992723622356192,-0.9579601568031388,-0.9917420290420126,0.7686547073291253,-0.07566946103016495,0.5155174927942505,-0.587389780391966,6.0
0.2763507845191013,0.8618110211657023,-0.06383064443129943,-0.6657289704588106,-0.00908492905683009,0.012020479345548576,-0.718427390108304,0.08948842059475305,0.054238244550476516,-1.0887328071664453,-0.9675157833627214,5.0
0.044274190034577,2.8148799404429066,-0.6268609494494523,2.399985488159088,-0.3132635747030547,-0.4729698387287951,0.22298969955224768,1.19987139731924,0.3790075085020816,-0.9741435000263955,-0.49235827964927764,5.0
-0.07176410720768565,-0.7843470679393708,1.1134145387884744,-0.17800167022414512,0.21397941108373483,3.0189604514064796,2.6220848635259117,0.6069484485828548,0.4439613612924009,1.890589178474847,-0.587389780391966,5.0
-1.1741279310091746,0.10848443801592315,-0.6268609494494523,-0.5263783132489062,-0.23214926919739473,0.982001115494236,-0.35400787153002594,-1.9587908568582468,0.054238244550476516,0.9165800677844242,1.1231772329764307,6.0
-0.18780240444994728,-0.1705254075951064,0.6015688069537902,0.0310243155907118,-0.13075638731532174,-0.3759717751139264,-0.019956646166604378,0.9303609660754558,0.768730625244006,-0.22931300361607249,0.26789372629223146,6.0
-0.07176410720768565,0.6107021601157757,-0.01264607124783095,-0.38702765603900174,0.13286510557807488,-1.0549582204180077,0.9214604434939473,0.3751694777131524,-1.179884958465616,-0.22931300361607249,-1.2526102855907884,6.0
1.8428677972896383,-1.956188419505694,1.2157836851554114,1.0064789160600431,0.31537229296580954,-1.1519562840328763,-0.718427390108304,1.523283914811841,-0.2055771666108064,1.775999871334797,-0.3022952781639008,6.0
